사업지구번호,기준년도,시군구코드,시군구명,사업지구명,토지고유코드,토지임야대장 지목코드,토지임야대장 면적,조사자 의견내용,건축물 일련번호,지상층수,지하층수,건축면적,건폐율,용적률,건축물구조코드,건축물구조코드명,건축물용도코드,건축물용도코드명
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102880161,08,194.00,현장 담장으로 경계설정,2102,2,1,114.4000,58.97,111.99,14,시멘트벽돌조,12,다가구주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970287,08,213.00,토지의 이용현황에 따라 측정,2284,1,1,94.3800,0.00,0.00,14,시멘트벽돌조,61,
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970304,08,196.00,토지의 이용현황에 따라 측정,2295,1,1,81.5400,0.00,0.00,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970311,08,253.00,토지의 이용현황에 따라 측정,2301,2,1,76.3500,0.00,0.00,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970318,02,180.00,토지의 이용현황에 따라 측정,2304,2,1,113.1900,48.19,73.64,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970327,08,322.00,토지의 이용현황에 따라 측정,2312,2,1,90.2800,0.00,0.00,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970328,08,197.00,토지의 이용현황에 따라 측정,2313,2,1,89.7300,45.55,71.82,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970329,08,332.00,토지의 이용현황에 따라 측정,2314,2,1,90.7200,0.00,0.00,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102970466,08,839.00,토지의 이용현황에 따라 측정,3741,7,1,361.9300,39.25,227.04,03,철근콘크리트,32,제2종근린생활시설
3892,2020,44180,충청남도 보령시,대천3지구,4418010100102980003,08,299.00,토지 이용현황에 따라 측정,2339,3,1,224.6100,59.26,144.80,03,철근콘크리트,31,제1종근린생활시설
3892,2020,44180,충청남도 보령시,대천3지구,4418010100103100001,08,193.00,토지 이용현황에 따라 측정,2403,2,1,89.9950,0.00,0.00,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100103180047,25,892.00,토지의 이용현황에 따라 측정,2447,2,1,299.1600,33.54,63.36,03,철근콘크리트,33,문화및집회시설
3892,2020,44180,충청남도 보령시,대천3지구,4418010100103180050,08,175.00,토지의 이용현황에 따라 측정,2449,2,1,0.0000,0.00,0.00,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100103180051,08,213.00,토지의 이용현황에 따라 측정,2450,2,1,0.0000,0.00,0.00,14,시멘트벽돌조,11,단독주택
3892,2020,44180,충청남도 보령시,대천3지구,4418010100103610025,08,250.00,토지의 이용현황에 따라 측정,2663,2,1,0.0000,0.00,0.00,14,시멘트벽돌조,11,단독주택
4092,2020,44825,충청남도 태안군,포지지구,4482536024100470002,08,2169.00,이용현황에 의한 경계결정,279,2,1,527.2100,0.00,37.82,03,철근콘크리트,31,제1종근린생활시설
3949,2020,47150,경상북도 김천시,아포의리지구,4715025022102840000,08,311.00,주위에 뚜렷한 담장이 설치되어 있으므로 현실경계대로 경계결정,21988,1,1,77.0200,0.00,0.00,14,시멘트벽돌조,11,단독주택
3949,2020,47150,경상북도 김천시,아포의리지구,4715025022103130000,08,183.00,322-1번지와 합산면적을 고려해서 경계결정 ,9880,1,0,51.9000,0.00,0.00,14,시멘트벽돌조,11,단독주택
3949,2020,47150,경상북도 김천시,아포의리지구,4715025022103130000,08,183.00,322-1번지와 합산면적을 고려해서 경계결정 ,9881,1,0,63.1400,0.00,0.00,14,시멘트벽돌조,11,단독주택
3949,2020,47150,경상북도 김천시,아포의리지구,4715025022103170000,08,792.00,현실경계대로 경계결정.,30526,1,0,65.7800,0.00,0.00,13,황토조,11,단독주택
3949,2020,47150,경상북도 김천시,아포의리지구,4715025022103240008,08,609.00,현실경계대로 경계결정,24844,1,1,92.2700,0.00,0.00,14,시멘트벽돌조,11,단독주택
3870,2020,47150,경상북도 김천시,대항대룡지구,4715038026101510004,08,241.00,현실경계대로 경계결정 하되 151-5번지 소유자와 경계결정 협의,45263,1,1,99.3400,12.53,12.53,14,시멘트벽돌조,11,단독주택
3870,2020,47150,경상북도 김천시,대항대룡지구,4715038026101510005,08,552.00,현실경계대로 경계결정 하되 151-4번지 소유자와 경계결정 협의,28443,1,1,184.9200,33.50,35.13,16,시멘트블럭조,11,단독주택
3870,2020,47150,경상북도 김천시,대항대룡지구,4715038026105910003,08,261.00,주위에 뚜렷한 담장이 설치되어 있으므로 현실경계대로 경계결정,44232,1,1,126.7300,0.00,0.00,14,시멘트벽돌조,11,단독주택
4328,2020,47190,경상북도 구미시,문성2지구,4719025332101620007,08,524.00,외측 경계선은 현실경계대로 하되 안쪽선 현실경계가 불명확하기때문에 소유자와 협의후 면적과 비교하여 경계를 결정함이 타당,1953,1,0,142.2000,0.00,27.10,13,황토조,11,단독주택
4328,2020,47190,경상북도 구미시,문성2지구,4719025332102040099,02,279.00,현실경계대로 경계설정하되 동쪽부분에서 면적조정 여지가 있음,35847,2,1,177.4800,59.96,111.15,14,시멘트벽돌조,31,제1종근린생활시설
4327,2020,47190,경상북도 구미시,문성1지구,4719025332108110009,08,207.00,현실경계대로 경계결정이 타당함.,36037,2,1,117.5000,56.80,98.90,14,시멘트벽돌조,11,단독주택
4327,2020,47190,경상북도 구미시,문성1지구,4719025332108120002,08,938.00,현실경계대로 경계결정이 타당함.,36089,5,1,379.0800,40.40,176.10,03,철근콘크리트,21,아파트
4259,2020,48860,경상남도 산청군,노은지구,4886033022105780000,04,1977.00,축사,9147,1,0,0.0000,8.00,8.00,04,철골,55,동물및식물관련시설
4259,2020,48860,경상남도 산청군,노은지구,4886033022105780000,04,1977.00,축사,9146,1,0,345.6000,17.48,17.48,04,철골,55,동물및식물관련시설
4259,2020,48860,경상남도 산청군,노은지구,4886033022105780000,04,1977.00,축사,9148,1,0,0.0000,0.00,0.00,04,철골,55,동물및식물관련시설
5157,2020,52111,전북특별자치도 전주시 완산구,서완산1지구,5211112300100070002,08,483.00,현실경계로 결정하는것이 타당함,9979,1,0,0.0000,0.00,0.00,16,시멘트블럭조,39,노유자시설
5157,2020,52111,전북특별자치도 전주시 완산구,서완산1지구,5211112300100080000,08,249.00,현실경계로 결정하는것이 타당함,100337797,2,0,49.4400,19.86,32.77,17,경량철골조,32,제2종근린생활시설
5157,2020,52111,전북특별자치도 전주시 완산구,서완산1지구,5211112300100080002,08,608.00,현실경계로 결정하는것이 타당함,28721,1,0,58.8000,0.00,0.00,15,목조,11,단독주택
5157,2020,52111,전북특별자치도 전주시 완산구,서완산1지구,5211112300100090001,08,25.00,토지의 현실경계로 결정하는 것이 타당함.,9691,1,0,55.4300,0.00,0.00,16,시멘트블럭조,99,기타
5157,2020,52111,전북특별자치도 전주시 완산구,서완산1지구,5211112300100100002,08,235.00,토지의 현실경계로 결정하는 것이 타당함.,20655,2,0,81.0000,0.00,0.00,15,목조,11,단독주택
5157,2020,52111,전북특별자치도 전주시 완산구,서완산1지구,5211112300100110001,08,165.00,현실경계로 결정하는것이 타당함,19285,1,0,65.0100,39.40,36.80,99,기타,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100690001,08,159.00,토지의 현실경계로 결정하는 것이 타당함.,100180566,1,0,115.5900,0.00,72.70,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100690002,08,59.00,토지의 현실경계로 결정하는 것이 타당함.,8414,2,0,120.0200,58.83,112.25,03,철근콘크리트,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100700003,08,40.00,토지의 현실경계로 결정하는 것이 타당함.,31621,1,0,0.0000,0.00,0.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100700004,08,55.00,토지의 현실경계로 결정하는 것이 타당함.,14081,1,0,40.2000,0.00,0.00,16,시멘트블럭조,35,판매시설
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710002,08,198.00,토지의 현실경계로 결정하는 것이 타당함.,23942,1,0,110.4000,0.00,0.00,99,기타,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710003,08,96.00,토지의 현실경계로 결정하는 것이 타당함.,28193,1,0,112.4000,0.00,0.00,99,기타,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710007,08,175.00,토지의 현실경계로 결정하는 것이 타당함.,29110,1,0,84.5700,0.00,0.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710008,08,321.00,토지의 현실경계로 결정하는 것이 타당함.,32048,1,0,92.5000,0.00,0.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710011,08,241.00,토지의 현실경계로 결정하는 것이 타당함.,27656,2,0,84.1900,0.00,0.00,14,시멘트벽돌조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710019,08,282.00,토지의 현실경계로 결정하는 것이 타당함.,30999,1,0,77.6700,0.00,0.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710022,08,162.00,토지의 현실경계로 결정하는 것이 타당함.,10515,1,0,54.9000,0.00,0.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710023,08,182.00,토지의 현실경계로 결정하는 것이 타당함.,23716,1,0,54.8700,0.00,0.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710024,08,149.00,토지의 현실경계로 결정하는 것이 타당함.,16143,1,0,64.4500,0.00,0.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710025,08,185.00,토지의 현실경계로 결정하는 것이 타당함.,32952,1,0,62.1000,0.00,0.00,15,목조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710026,08,175.00,토지의 현실경계로 결정하는 것이 타당함.,26684,2,0,64.3800,39.41,58.69,14,시멘트벽돌조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710027,08,208.00,토지의 현실경계로 결정하는 것이 타당함.,17701,2,0,83.9500,0.00,0.00,10,연와조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710028,08,235.00,토지의 현실경계로 결정하는 것이 타당함.,17147,1,0,79.6500,0.00,0.00,14,시멘트벽돌조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100710031,08,692.00,토지의 현실경계로 결정하는 것이 타당함.,14083,2,1,283.5500,19.72,36.54,03,철근콘크리트,31,제1종근린생활시설
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100740003,08,163.00,토지의 현실경계로 결정하는 것이 타당함.,12466,1,0,82.2900,0.00,0.00,10,연와조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100740005,01,169.00,토지의 현실경계로 결정하는 것이 타당함.,18175,1,0,79.9000,0.00,0.00,10,연와조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100740011,01,308.00,토지의 현실경계로 결정하는 것이 타당함.,21711,2,1,118.3400,0.00,0.00,14,시멘트벽돌조,99,기타
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100740012,01,212.00,토지의 현실경계로 결정하는 것이 타당함.,24216,1,0,72.2700,0.00,0.00,14,시멘트벽돌조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100740013,01,212.00,토지의 현실경계로 결정하는 것이 타당함.,28728,1,0,85.1000,0.00,0.00,14,시멘트벽돌조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100750001,08,214.00,토지의 현실경계로 결정하는 것이 타당함.,25926,1,0,106.0300,0.00,0.00,14,시멘트벽돌조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100750002,08,165.00,토지의 현실경계로 결정하는 것이 타당함.,23977,1,0,74.8800,32.00,32.00,16,시멘트블럭조,11,단독주택
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100780021,08,679.00,토지의 현실경계로 결정하는 것이 타당함.,9233,2,0,323.9800,47.71,71.24,03,철근콘크리트,99,기타
5010,2020,52111,전북특별자치도 전주시 완산구,서완산2지구,5211112400100780041,08,162.00,토지의 현실경계로 결정하는 것이 타당함.,13811,2,1,68.1400,36.43,52.74,14,시멘트벽돌조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102040003,08,524.00,현실경계로 설정,26013,1,0,139.9100,26.70,17.10,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102090000,08,301.00,현실경계로 설정,26015,1,0,314.7500,16.78,16.78,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102100001,08,581.00,현실경계로 설정,100171616,1,0,132.0700,22.73,22.73,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102110000,08,936.00,현실경계로 설정,1780,1,0,157.8300,7.93,16.83,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102110000,08,936.00,현실경계로 설정,26019,1,0,74.2300,7.93,7.93,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102110000,08,936.00,현실경계로 설정,26020,1,0,83.3000,8.90,8.90,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102150001,08,985.00,현실경계로 설정,26024,1,0,41.8000,4.24,4.24,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102190000,08,377.00,현실경계로 설정,26027,1,0,69.7400,18.50,18.50,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102220000,08,588.00,현실경계로 설정,26029,1,0,90.4000,15.37,15.37,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102240000,08,165.00,현실경계로 설정,26030,1,0,55.5000,33.64,33.64,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102280000,08,644.00,현실경계로 설정,26032,1,0,86.3900,8.92,8.92,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102410001,08,225.00,면적유지,26035,1,0,84.6000,32.54,31.38,14,시멘트벽돌조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102510000,08,245.00,현실경계로 설정,26037,1,0,90.6500,37.00,37.00,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102540000,08,383.00,현실경계로 설정,26038,1,0,118.2000,30.86,30.08,14,시멘트벽돌조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102580000,08,317.00,현실경계로 설정,26041,1,0,36.9000,11.64,11.64,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102590000,08,555.00,현실경계로 설정,100204889,1,0,84.4800,0.00,0.00,01,철골철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102590000,08,555.00,현실경계로 설정,100204887,1,0,127.7300,0.00,23.01,01,철골철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102590000,08,555.00,현실경계로 설정,100204888,1,0,43.2500,0.00,0.00,01,철골철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102600001,08,496.00,현실경계로 설정,100219966,0,0,120.0800,24.21,24.21,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102620001,08,331.00,현실경계로 설정,26044,1,0,105.1200,19.25,19.25,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102630004,08,91.00,현실경계로 설정,100199890,1,0,13.2000,14.50,14.50,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102670001,08,588.00,현실경계로 설정,26046,1,0,116.6200,19.83,19.83,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102780001,08,466.00,현실경계로 설정,26048,1,0,107.4500,98.58,98.58,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102840001,08,326.00,현실경계로 설정,26050,1,0,67.3500,20.66,20.66,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102850000,08,393.00,현실경계로 설정,26051,1,0,68.6500,17.47,17.47,05,석조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102850000,08,393.00,현실경계로 설정,26052,1,0,14.4900,3.69,3.69,05,석조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023102890000,08,995.00,현실경계로 설정,26054,1,0,75.4000,7.58,7.58,18,조립식판넬조,52,창고시설
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103000000,08,717.00,현실경계로 설정,26058,1,0,81.2800,11.33,11.33,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103030000,08,404.00,현실경계로 설정,26059,1,0,42.5600,8.20,8.20,05,석조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103040000,08,631.00,현실경계로 설정,26060,1,0,221.2000,35.06,35.06,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103040000,08,631.00,현실경계로 설정,26060,1,0,221.2000,35.06,35.06,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103080000,08,1068.00,현실경계로 설정,26062,1,0,80.9200,7.58,7.58,05,석조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103100000,08,522.00,현실경계로 설정,26063,1,0,72.3600,13.86,13.86,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103230001,08,172.00,현실경계로 설정,26066,1,0,105.0600,61.08,61.08,05,석조,52,창고시설
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103300001,08,499.00,현실경계로 설정,26067,1,0,119.1700,23.88,23.88,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103300001,08,499.00,현실경계로 설정,26068,1,0,55.1200,11.05,11.05,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103330000,08,324.00,현실경계로 설정,26071,1,0,99.4500,30.69,30.69,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103400002,08,539.00,현실경계로 설정,26074,1,0,107.4800,19.94,19.94,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103400005,08,289.00,현실경계로 설정,26075,1,0,81.3000,14.47,14.47,05,석조,52,창고시설
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103410002,08,261.00,현실경계로 설정,26076,1,0,71.8000,27.51,27.51,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103410002,08,261.00,현실경계로 설정,26077,1,0,42.4000,16.25,16.25,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023103480002,08,584.00,현실경계로 설정,100191145,1,0,130.0000,22.26,22.26,04,철골,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023104090001,01,483.00,현실경계로 설정,26081,1,0,171.0000,35.40,35.40,22,철파이프조,52,창고시설
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023104110001,08,413.00,현실경계로 설정,100209006,1,0,99.0000,11.22,11.22,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023104110002,08,443.00,현실경계로 설정,26083,1,0,69.1200,16.74,16.74,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023104110002,08,443.00,현실경계로 설정,26082,1,0,100.9000,22.78,22.78,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023104110004,01,238.00,면적유지,26084,1,0,101.5000,42.65,42.65,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023104140003,08,664.00,현실경계로 설정,26085,1,0,52.8500,7.96,7.96,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023104140006,08,278.00,면적유지,26086,1,0,49.0400,17.64,17.64,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038023106930002,28,150.20,면적유지,100171864,1,0,16.2000,10.79,10.79,15,목조,31,제1종근린생활시설
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101880001,08,340.00,토지의 현실경계,26737,1,0,65.2000,19.17,19.17,15,목조,12,다가구주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101880004,08,228.00,토지의 현실경계,26738,1,0,33.4000,14.64,14.64,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101880006,08,208.00,현실경계대로 설정,26740,1,0,58.7000,28.22,28.22,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101880006,08,208.00,현실경계대로 설정,100234825,1,0,66.4500,31.95,31.95,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101900001,08,643.00,현실경계로 설정,26741,1,0,69.6000,10.82,10.82,12,보강블럭조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101940003,28,307.00,현실경계로 설정,26742,1,0,76.8000,25.02,25.02,05,석조,31,제1종근린생활시설
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101950004,08,507.00,현실경계 설정,26743,1,0,89.8000,17.71,17.71,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028101990000,08,298.00,현실경계로 설정,26744,1,0,52.4600,17.60,17.60,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102100000,08,473.00,현실경계 설정,26747,1,0,99.2700,20.98,20.98,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102100000,08,473.00,현실경계 설정,26747,1,0,99.2700,20.98,20.98,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102120001,08,628.00,현실경계로 설정,100182862,1,0,99.5700,15.86,15.54,14,시멘트벽돌조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102140001,08,215.00,현실경계로 설정,26750,1,0,137.1800,63.80,63.80,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102150000,08,152.00,현실경계로 설정,26751,1,0,142.7200,93.89,93.89,18,조립식판넬조,52,창고시설
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102190001,08,284.00,현실경계로 설정,26753,1,0,83.6000,29.43,29.43,15,목조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102200000,08,175.00,현실경계로 설정,100195048,1,0,48.9000,27.94,27.94,17,경량철골조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028102250001,08,443.00,현실경계로 설정,100175340,1,0,102.1200,23.05,21.86,03,철근콘크리트,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028103170000,08,529.00,현실경계로 설정,26760,1,0,15.8600,3.00,3.00,14,시멘트벽돌조,11,단독주택
4551,2020,52190,전북특별자치도 남원시,사매지구,5219038028103170000,08,529.00,현실경계로 설정,1224,1,0,185.7400,15.46,34.77,14,시멘트벽돌조,11,단독주택
