사업지구번호,기준년도,시군구코드,시군구명,사업지구명,토지고유코드,토지임야대장 지목코드,토지임야대장 면적,조사자 의견내용,건축물 일련번호,지상층수,지하층수,건축면적,건폐율,용적률,건축물구조코드,건축물구조코드명,건축물용도코드,건축물용도코드명
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104140003,08,471.00,토지의 현실경계,2776,1,0,147.1300,29.84,29.84,03,철근콘크리트,42,업무시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104140006,08,671.00,토지의 현실경계,2777,1,0,65.0000,9.68,9.68,16,시멘트블럭조,31,제1종근린생활시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104140006,08,671.00,토지의 현실경계,2777,1,0,65.0000,9.68,9.68,14,시멘트벽돌조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104140006,08,671.00,토지의 현실경계,2777,1,0,65.0000,9.68,9.68,15,목조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104140009,08,349.00,토지의 현실경계,100198500,1,0,130.5000,37.39,37.39,10,연와조,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104160004,08,411.00,토지의 현실경계,551,1,0,238.7000,0.00,86.27,03,철근콘크리트,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104160004,08,411.00,토지의 현실경계,551,1,0,238.7000,0.00,86.27,03,철근콘크리트,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104160006,08,324.00,토지의 현실경계,2789,1,0,58.0000,17.90,17.90,16,시멘트블럭조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104160006,08,324.00,토지의 현실경계,2789,1,0,58.0000,17.90,17.90,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104160006,08,324.00,토지의 현실경계,2789,1,0,58.0000,17.90,17.90,15,목조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104160006,08,324.00,토지의 현실경계,2789,1,0,58.0000,17.90,17.90,16,시멘트블럭조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104170001,08,189.00,토지의 현실경계,2790,1,0,92.2800,43.73,43.73,10,연와조,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104170003,08,314.00,토지의 현실경계,2792,1,0,146.8800,46.18,46.18,03,철근콘크리트,42,업무시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104180004,08,301.00,토지의 현실경계,2794,1,0,120.0000,40.73,40.73,03,철근콘크리트,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104190004,08,129.00,토지의 현실경계,2795,2,0,92.3000,0.00,0.00,03,철근콘크리트,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104190005,08,172.00,토지의 현실경계,2796,1,0,92.2400,57.38,56.60,10,연와조,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104200001,08,597.00,토지의 현실경계,100183280,1,0,103.9000,17.40,16.38,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104210001,08,308.00,토지의 현실경계,2800,1,0,77.0000,25.00,25.00,03,철근콘크리트,62,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104220009,08,89.00,토지의 현실경계,2801,1,0,74.7500,83.98,83.98,15,목조,61,
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104250003,08,314.00,토지의 현실경계,2802,1,0,60.3000,19.20,19.20,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104260011,08,298.00,토지의 현실경계,2804,1,0,84.2900,28.28,28.28,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104260012,08,204.00,토지의 현실경계,100193594,1,0,101.8000,49.90,45.70,03,철근콘크리트,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104280003,08,443.00,토지의 현실경계,2806,1,0,114.9800,25.95,25.95,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104290004,08,340.00,토지의 현실경계,2808,1,0,340.0000,28.52,28.52,15,목조,51,공장
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104290004,08,340.00,토지의 현실경계,2808,1,0,340.0000,28.52,28.52,07,목구조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104290004,08,340.00,토지의 현실경계,2808,1,0,340.0000,28.52,28.52,14,시멘트벽돌조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104290005,08,364.00,토지의 현실경계,100175873,1,0,116.9750,32.13,27.00,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104340009,08,410.00,토지의 현실경계,100173737,1,0,104.7100,25.53,24.38,14,시멘트벽돌조,31,제1종근린생활시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104360002,08,314.00,토지의 현실경계,2812,2,0,43.8000,25.22,25.22,16,시멘트블럭조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104400001,08,780.00,토지의 현실경계,2814,1,0,45.0000,5.76,5.76,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104410001,08,228.00,토지의 현실경계,2815,1,0,84.0600,45.70,43.32,14,시멘트벽돌조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104430000,08,402.00,토지의 현실경계,2816,1,0,94.5000,19.33,19.33,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104440000,08,179.00,토지의 현실경계,100189124,1,0,81.8200,45.71,43.66,14,시멘트벽돌조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104480000,08,597.00,토지의 현실경계,100207840,1,0,137.8100,23.08,21.96,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104530007,08,932.00,토지의 현실경계,100186564,2,0,124.5200,12.94,11.74,03,철근콘크리트,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104660001,08,268.00,토지의 현실경계,2820,1,0,92.7000,34.58,34.58,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104690001,08,281.00,토지의 현실경계,2821,1,0,29.3000,16.09,16.09,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104720000,08,435.00,토지의 현실경계,100174089,1,0,49.3200,11.34,11.34,17,경량철골조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104770000,08,486.00,토지의 현실경계,2825,1,0,97.9200,20.14,19.11,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104780000,08,407.00,토지의 현실경계,2826,1,0,28.5000,7.00,7.00,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104790001,08,281.00,토지의 현실경계,2827,1,0,78.4000,27.90,27.90,16,시멘트블럭조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104800000,08,284.00,토지의 현실경계,2828,1,0,35.7000,12.57,12.57,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104860003,08,350.00,토지의 현실경계,2831,1,0,114.9800,32.85,31.45,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104860007,08,334.00,토지의 현실경계,100188444,1,0,85.1000,25.48,25.48,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022104910001,08,375.00,토지의 현실경계,2832,1,0,56.6000,14.89,14.89,16,시멘트블럭조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105070000,08,541.00,토지의 현실경계,2833,1,0,86.0800,15.31,15.31,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105080003,08,583.00,토지의 현실경계,100173656,1,0,135.2600,24.50,24.50,03,철근콘크리트,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105090001,08,712.00,토지의 현실경계,100198840,1,0,118.8800,16.44,16.44,04,철골,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105110003,08,522.00,토지의 현실경계,192,2,0,117.9300,0.00,24.87,16,시멘트블럭조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105120000,08,439.00,토지의 현실경계,2837,1,0,63.5000,14.46,14.46,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105140000,08,317.00,토지의 현실경계,2838,1,0,84.4200,26.63,26.63,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105160000,08,358.00,토지의 현실경계,100195234,1,0,29.8000,9.90,9.90,14,시멘트벽돌조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105190003,08,133.00,토지의 현실경계,2840,1,0,62.5500,23.60,23.60,17,경량철골조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105200001,08,1695.00,토지의 현실경계,88,2,0,616.9300,0.00,50.09,10,연와조,34,종교시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105200009,08,547.00,토지의 현실경계,104,1,0,205.2600,0.00,37.52,10,연와조,31,제1종근린생활시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105330000,08,620.00,토지의 현실경계,100208307,2,0,139.2900,22.47,25.83,04,철골,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105490003,08,717.00,토지의 현실경계,2849,1,0,126.6000,23.22,23.22,14,시멘트벽돌조,42,업무시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105790002,08,274.00,토지의 현실경계,2852,1,0,48.3000,17.60,17.60,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105970007,08,60.00,토지의 현실경계,100176915,1,0,16.5000,28.94,28.94,17,경량철골조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022105980003,08,245.00,토지의 현실경계,2855,2,0,202.1000,82.48,82.45,03,철근콘크리트,31,제1종근린생활시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106000002,08,542.00,토지의 현실경계,97,1,0,118.1400,0.00,21.79,16,시멘트블럭조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106000003,08,598.00,토지의 현실경계,100174992,1,0,134.9300,9.37,9.37,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106000003,08,598.00,토지의 현실경계,100174992,1,0,134.9300,9.37,9.37,17,경량철골조,99,기타
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106020006,28,293.00,토지의 현실경계,2860,1,0,64.4700,22.00,22.00,14,시멘트벽돌조,32,제2종근린생활시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106030000,08,617.00,토지의 현실경계,100207823,1,0,82.8900,13.43,12.56,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106130003,08,60.00,토지의 현실경계,100176992,1,0,16.5000,27.50,27.50,17,경량철골조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106390004,08,218.00,토지의 현실경계,2867,1,0,64.7800,29.72,29.72,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106390005,08,64.00,토지의 현실경계,100175549,1,0,16.5000,25.78,25.78,17,경량철골조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106450002,08,579.00,토지의 현실경계,2869,1,0,81.0000,19.82,13.98,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106470001,08,585.00,토지의 현실경계,2871,1,0,97.2000,15.06,15.06,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106490000,08,1492.00,토지의 현실경계,100173913,1,0,274.5000,0.00,18.39,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106510002,08,169.00,토지의 현실경계,2872,1,0,84.6100,50.06,50.06,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106520010,08,122.00,토지의 현실경계,2874,1,0,41.4500,33.97,33.97,02,통나무,32,제2종근린생활시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106520018,08,60.00,토지의 현실경계,100175294,1,0,16.5000,27.50,27.50,17,경량철골조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106530002,08,149.00,토지의 현실경계,2875,1,0,60.2000,40.40,40.40,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106660005,08,65.00,토지의 현실경계,100176372,1,0,16.5000,25.38,25.38,21,컨테이너건물,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106680000,08,377.00,토지의 현실경계,2879,1,0,93.1000,24.69,24.69,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106720000,08,1402.00,토지의 현실경계,100182453,1,0,98.8600,7.05,7.05,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106780000,08,387.00,토지의 현실경계,2881,1,0,91.8000,23.73,23.73,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106780001,08,768.00,토지의 현실경계,100197401,1,0,57.9700,0.00,0.00,07,목구조,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106810001,08,387.00,토지의 현실경계,2883,1,0,84.0000,21.70,21.70,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106890001,08,456.00,토지의 현실경계,2885,1,0,96.1300,17.80,17.80,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106890004,08,84.00,토지의 현실경계,100175293,1,0,16.5000,19.64,19.64,21,컨테이너건물,52,창고시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022106940002,08,579.00,토지의 현실경계,2886,1,0,82.6700,15.86,15.86,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022107060000,08,271.00,토지의 현실경계,100185501,1,0,107.8500,39.80,32.99,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022107160000,08,711.00,토지의 현실경계,2890,1,0,86.8200,12.21,12.21,15,목조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022107220001,08,439.00,토지의 현실경계,2891,1,0,139.8000,31.85,31.85,07,목구조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022110460018,08,196.00,토지의 현실경계,2899,1,0,61.0000,29.32,29.32,03,철근콘크리트,32,제2종근린생활시설
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022110460021,08,193.00,토지의 현실경계,100182872,1,0,89.1700,46.20,43.56,10,연와조,11,단독주택
4271,2020,52750,전북특별자치도 임실군,구고지구,5275031022110460027,08,371.00,토지의 현실경계,2900,1,0,133.9000,34.96,34.96,07,목구조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104510001,08,463.00,토지의 현실경계,100171545,1,0,154.7500,0.00,33.42,14,시멘트벽돌조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104510001,08,463.00,토지의 현실경계,100171545,1,0,154.7500,0.00,33.42,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104510001,08,463.00,토지의 현실경계,100171545,1,0,154.7500,0.00,33.42,13,황토조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104510001,08,463.00,토지의 현실경계,100171545,1,0,154.7500,0.00,33.42,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104530001,08,602.00,토지의 현실경계,100176652,1,0,102.3000,16.99,16.49,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104710000,08,205.00,토지의 현실경계,100196900,1,0,56.4000,27.51,27.51,18,조립식판넬조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104720001,08,863.00,토지의 현실경계,8138,1,0,68.4400,7.93,7.93,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021104770001,08,350.00,토지의 현실경계,8143,1,0,32.8000,9.37,9.37,07,목구조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105040000,08,1061.00,토지의 현실경계,100182478,1,0,72.2100,6.80,6.80,17,경량철골조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105040000,08,1061.00,토지의 현실경계,100182478,1,0,72.2100,6.80,6.80,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105170000,08,307.00,토지의 현실경계,606,1,0,53.1000,0.00,17.29,07,목구조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105170000,08,307.00,토지의 현실경계,606,1,0,53.1000,0.00,17.29,07,목구조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105250000,08,661.00,토지의 현실경계,8147,1,0,64.8900,9.82,9.82,14,시멘트벽돌조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105250000,08,661.00,토지의 현실경계,8147,1,0,64.8900,9.82,9.82,15,목조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105250000,08,661.00,토지의 현실경계,8147,1,0,64.8900,9.82,9.82,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105300000,08,668.00,토지의 현실경계,8148,1,0,135.0400,20.21,20.21,07,목구조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105300000,08,668.00,토지의 현실경계,8148,1,0,135.0400,20.21,20.21,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105300000,08,668.00,토지의 현실경계,8148,1,0,135.0400,20.21,20.21,14,시멘트벽돌조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105560002,08,161.00,토지의 현실경계,8154,1,0,107.8900,19.30,19.30,14,시멘트벽돌조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105570001,08,536.00,토지의 현실경계,8159,1,0,40.3000,0.00,0.00,14,시멘트벽돌조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105570001,08,536.00,토지의 현실경계,8159,1,0,40.3000,0.00,0.00,14,시멘트벽돌조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105570001,08,536.00,토지의 현실경계,8159,1,0,40.3000,0.00,0.00,14,시멘트벽돌조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590002,08,571.00,토지의 현실경계,8167,1,0,104.9400,18.38,17.33,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590002,08,571.00,토지의 현실경계,8167,1,0,104.9400,18.38,17.33,17,경량철골조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590004,08,351.00,토지의 현실경계,8168,1,0,84.9000,24.10,24.10,17,경량철골조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590004,08,351.00,토지의 현실경계,8168,1,0,84.9000,24.10,24.10,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590009,08,266.00,토지의 현실경계,543,1,0,123.1200,0.00,18.19,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590023,08,60.00,토지의 현실경계,100176772,1,0,16.5000,27.50,27.50,18,조립식판넬조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590024,08,250.00,토지의 현실경계,100182432,1,0,99.6400,39.85,38.39,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105590024,08,250.00,토지의 현실경계,100182432,1,0,99.6400,39.85,38.39,18,조립식판넬조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105610002,14,119.00,토지의 현실경계,8172,1,0,45.0000,29.00,29.00,14,시멘트벽돌조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105630001,09,876.00,토지의 현실경계,545,1,0,322.1800,0.00,33.21,18,조립식판넬조,51,공장
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105630011,05,66.00,토지의 현실경계,8175,1,0,15.0000,20.55,20.55,15,목조,44,위락시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105640001,08,273.00,토지의 현실경계,8178,1,0,98.6000,36.12,36.12,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105660002,08,364.00,토지의 현실경계,8179,1,0,113.2500,57.48,57.48,14,시멘트벽돌조,56,자원순환관련시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105660002,08,364.00,토지의 현실경계,8179,1,0,113.2500,57.48,57.48,14,시멘트벽돌조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105660002,08,364.00,토지의 현실경계,8179,1,0,113.2500,57.48,57.48,17,경량철골조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105700001,08,628.00,토지의 현실경계,8187,1,0,153.6500,24.46,21.33,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021105700001,08,628.00,토지의 현실경계,8187,1,0,153.6500,24.46,21.33,10,연와조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106030000,08,944.00,토지의 현실경계,8190,1,0,16.5000,1.70,1.70,18,조립식판넬조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106030000,08,944.00,토지의 현실경계,8190,1,0,16.5000,1.70,1.70,14,시멘트벽돌조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106030000,08,944.00,토지의 현실경계,8190,1,0,16.5000,1.70,1.70,18,조립식판넬조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106050000,25,387.00,토지의 현실경계,8191,2,0,153.9200,39.77,79.55,10,연와조,34,종교시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106050000,25,387.00,토지의 현실경계,8191,2,0,153.9200,39.77,79.55,18,조립식판넬조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106080001,08,452.00,토지의 현실경계,8192,1,0,190.6200,39.96,39.96,10,연와조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106080001,08,452.00,토지의 현실경계,8192,1,0,190.6200,39.96,39.96,10,연와조,39,노유자시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106350000,08,506.00,토지의 현실경계,8205,1,0,90.9000,17.96,17.96,10,연와조,52,창고시설
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106350000,08,506.00,토지의 현실경계,8205,1,0,90.9000,17.96,17.96,10,연와조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106350000,08,506.00,토지의 현실경계,8205,1,0,90.9000,17.96,17.96,15,목조,99,기타
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106380000,08,532.00,토지의 현실경계,552,1,0,72.0000,0.00,13.53,14,시멘트벽돌조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106380000,08,532.00,토지의 현실경계,552,1,0,72.0000,0.00,13.53,07,목구조,11,단독주택
4469,2020,52750,전북특별자치도 임실군,후천지구,5275037021106380000,08,532.00,토지의 현실경계,552,1,0,72.0000,0.00,13.53,07,목구조,52,창고시설
